game,subject,session,plv_method,n_trials,n_left_trials,n_right_trials,n_hit,n_wrong_paddle,n_timeout_close_strong,n_timeout_close_weak,n_timeout_wrong,n_close_strong_early,n_close_weak_early,n_wrong_early,n_timed_out,n_timed_out_close_strong,n_timed_out_close_weak,n_timed_out_wrong,hit_rate,broad_acc,liberal_acc,hit_rate_left,hit_rate_right,broad_acc_left,broad_acc_right,liberal_acc_left,liberal_acc_right,mean_dist_final,mean_dist_trajectory,mean_min_dist,mean_frac_correct_side,mean_reversals,mean_reversals_wrong,mean_reversals_correct,mean_peak_excursion,mean_dist_final_left,mean_dist_final_right,mean_frac_correct_left,mean_frac_correct_right,mean_reaction_s,median_reaction_s,n_no_reaction,mean_trial_duration_s,mean_hit_duration_s,n_fighting,frac_fighting,n_fighting_timeout,n_fighting_wrong_paddle
csp,Subject_002,Session_002,N/A,100,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,355.0,353.7912068965517,185.98,0.5,0.01,0.01,0.0,170.0,0.0,710.0,1.0,0.0,0.0,0.0,50,2.901666666666665,2.833333333333334,0,0.0,0,0
csp,Subject_002,Session_003,N/A,100,50,50,36,45,1,11,7,0,0,0,26,1,11,7,0.36,0.37,0.48,0.66,0.06,0.68,0.06,0.8,0.16,376.12,362.09909004032653,184.9,0.4621508022066774,6.02,3.1,2.92,170.62,151.88,600.36,0.7169069793677788,0.20739462504557615,0.5306306306306307,0.0,26,6.441999999999999,5.486111111111111,1,0.01,1,1
csp,Subject_002,Session_004,N/A,100,50,50,38,51,2,6,3,0,0,0,13,2,6,3,0.38,0.4,0.46,0.2,0.56,0.22,0.58,0.32,0.6,390.28,376.3352001357679,192.24,0.4346193666497066,3.79,1.94,1.85,163.46,483.56,297.0,0.2674677774190917,0.6017709558803216,0.6447916666666667,0.0,36,4.9623333333333335,4.444736842105264,1,0.01,0,1
csp,Subject_002,Session_005,N/A,100,50,50,49,49,1,0,1,0,0,0,4,1,0,1,0.49,0.5,0.5,0.98,0.0,1.0,0.0,1.0,0.0,351.8,354.49313133638776,184.24,0.5004554979506248,1.33,0.84,0.49,171.62,0.88,702.72,0.9837479117310859,0.017163084170163594,0.06130952380952381,0.0,44,3.475999999999999,3.21156462585034,0,0.0,0,0
csp,Subject_003,Session_002,N/A,100,50,50,46,46,1,2,2,0,1,2,10,1,2,2,0.46,0.47,0.49,0.04,0.88,0.04,0.9,0.04,0.94,345.4,343.681416322686,171.3,0.5237816969635772,15.8,8.4,7.4,184.14,624.68,66.12,0.16586871451860236,0.8816946794085522,0.2682017543859649,0.0,24,5.722833333333333,4.808695652173912,19,0.19,6,13
csp,Subject_003,Session_004,N/A,100,50,50,50,44,1,1,4,0,0,0,6,1,1,4,0.5,0.51,0.52,0.96,0.04,0.96,0.06,0.96,0.08,334.5,348.1354814070266,162.8,0.5181456072579205,3.04,1.61,1.43,192.82,21.56,647.44,0.90452842772138,0.13176278679446066,0.42560386473429956,0.0,31,4.354166666666667,3.914666666666667,0,0.0,0,0
csp,Subject_003,Session_005,N/A,100,50,50,51,48,0,0,1,0,0,0,2,0,0,1,0.51,0.51,0.51,1.0,0.02,1.0,0.02,1.0,0.02,345.02,351.0851463480672,178.64,0.5057519832283903,0.82,0.47,0.35,177.2,0.0,690.04,0.9801664375951957,0.03133752886158491,0.13976608187134504,0.0,43,3.2319999999999993,3.1084967320261443,0,0.0,0,0
csp,Subject_005,Session_002,N/A,100,50,50,40,47,4,4,5,0,0,0,17,4,4,5,0.4,0.44,0.48,0.18,0.62,0.2,0.68,0.2,0.76,363.98,357.32967621120787,171.92,0.47082942447028103,7.02,3.96,3.06,183.58,516.44,211.52,0.2886106679350751,0.653048181005487,0.764,0.0,25,5.974500000000001,4.9875,4,0.04,1,3
csp,Subject_006,Session_002,N/A,100,50,50,31,38,6,6,19,0,0,0,37,6,6,19,0.31,0.37,0.43,0.26,0.36,0.34,0.4,0.42,0.44,371.52,360.24127412174244,181.04,0.47608433124118266,15.46,8.09,7.37,174.28,372.0,371.04,0.43924818078599903,0.5129204816963663,0.5831349206349206,0.0,16,7.520500000000001,6.4924731182795705,20,0.2,15,9
csp,Subject_006,Session_003,N/A,100,50,50,45,47,2,3,3,0,0,0,10,2,3,3,0.45,0.47,0.5,0.08,0.82,0.08,0.86,0.1,0.9,357.1,345.6159041743145,165.92,0.5310591080616681,3.19,1.61,1.58,189.64,606.12,108.08,0.1872408911218555,0.8748773250014809,0.2746478873239437,0.0,29,4.856000000000001,3.8459259259259273,1,0.01,1,0
csp,Subject_006,Session_004,N/A,100,50,50,43,44,2,5,6,0,0,0,14,2,5,6,0.43,0.45,0.5,0.44,0.42,0.46,0.44,0.54,0.46,356.24,357.8989046040024,169.3,0.49391314248276447,3.75,1.96,1.79,186.24,331.6,380.88,0.503331797178022,0.48449448778750687,0.43842592592592594,0.0,28,5.238,4.51860465116279,0,0.0,0,0
csp,Subject_010,Session_002,N/A,100,50,50,49,42,1,4,4,0,0,0,11,1,4,4,0.49,0.5,0.54,0.12,0.86,0.14,0.86,0.18,0.9,329.16,332.9768431412687,151.58,0.5567137308034037,3.98,1.69,2.29,203.94,551.88,106.44,0.26794018583036094,0.8454872757764466,0.308675799086758,0.0,27,4.822666666666666,4.006802721088436,0,0.0,0,0
csp,Subject_011,Session_002,N/A,100,50,50,47,38,4,9,2,0,0,0,22,4,9,2,0.47,0.51,0.6,0.32,0.62,0.4,0.62,0.48,0.72,303.42,324.25402245382725,138.98,0.5867708754311997,6.36,2.61,3.75,216.36,374.76,232.08,0.4853450995913465,0.6881966512710528,0.4162650602409639,0.0,17,5.685000000000001,4.33404255319149,0,0.0,0,0
csp,Subject_012,Session_002,N/A,100,50,50,49,50,0,1,0,0,0,0,1,0,1,0,0.49,0.49,0.5,0.0,0.98,0.0,0.98,0.0,1.0,358.04,356.99307178631057,189.04,0.49030050083472454,0.02,0.02,0.0,166.96,680.0,36.08,0.0,0.9806010016694491,0.19366666666666668,0.0,50,2.9048333333333325,2.8333333333333335,0,0.0,0,0
csp,Subject_012,Session_003,N/A,100,50,50,45,44,1,5,5,0,0,0,15,1,5,5,0.45,0.46,0.51,0.18,0.72,0.18,0.74,0.24,0.78,344.94,346.34774864895337,166.22,0.5159638407985515,4.59,2.21,2.38,189.38,497.16,192.72,0.2921324031027574,0.7397952784943458,0.7166666666666667,0.0,30,5.073166666666666,4.217037037037037,2,0.02,2,1
csp,Subject_014,Session_002,N/A,100,50,50,45,47,1,2,5,0,0,0,10,1,2,5,0.45,0.46,0.48,0.86,0.04,0.88,0.04,0.9,0.06,361.34,349.13306370202247,171.04,0.5174586166644669,5.24,2.34,2.9,184.56,71.56,651.12,0.8738669244699867,0.1610503088589472,0.2893719806763285,0.0,31,4.710666666666666,4.162962962962963,2,0.02,1,2
csp,Subject_014,Session_003,N/A,100,50,50,38,47,7,5,1,0,2,0,16,7,5,1,0.38,0.45,0.5,0.18,0.58,0.22,0.68,0.3,0.7,357.24,354.41730909606736,165.18,0.5057346052512467,4.57,2.17,2.4,190.28,481.2,233.28,0.3496955707882553,0.6617736397142379,0.5261904761904762,0.0,23,5.286833333333333,4.1833333333333345,3,0.03,2,2
graph_ml,Subject_002,Session_002,N/A,100,50,50,38,41,3,4,14,0,0,0,22,3,4,14,0.38,0.41,0.45,0.06,0.7,0.06,0.76,0.12,0.78,355.44,356.5182063333883,194.84,0.3673739220228361,3.55,2.14,1.41,160.44,596.84,114.04,0.17193087581009275,0.5628169682355794,1.9963470319634702,0.8833333333333333,27,6.263000000000001,4.870614035087719,1,0.01,0,1
graph_ml,Subject_002,Session_003,N/A,100,50,50,42,39,4,5,10,0,0,0,24,4,5,10,0.42,0.46,0.51,0.06,0.78,0.06,0.86,0.1,0.92,336.44,343.0945121770432,178.92,0.40894676411176945,3.88,1.99,1.89,176.32,586.84,86.04,0.1748558358983373,0.6430376923252017,2.458433734939759,1.5666666666666667,17,6.269499999999999,5.180555555555555,0,0.0,0,0
graph_ml,Subject_002,Session_004,N/A,60,30,30,25,22,1,2,10,0,0,0,15,1,2,10,0.4166666666666667,0.43333333333333335,0.4666666666666667,0.6666666666666666,0.16666666666666666,0.7,0.16666666666666666,0.7666666666666667,0.16666666666666666,329.53333333333336,355.92013638554926,194.46666666666667,0.33606589862101094,2.95,1.95,1.0,160.86666666666667,115.4,543.6666666666666,0.5104476870133204,0.16168411022870147,2.0765873015873018,1.275,18,6.168333333333334,5.045999999999999,0,0.0,0,0
graph_ml,Subject_002,Session_005,N/A,100,50,50,46,32,6,9,7,0,0,0,32,6,9,7,0.46,0.52,0.61,0.32,0.6,0.34,0.7,0.44,0.78,280.9,329.1004609984216,134.98,0.5617063672736339,7.17,3.67,3.5,220.24,373.32,188.48,0.43588796691480125,0.6875247676324665,0.7138257575757575,0.0,12,6.694333333333333,4.9217391304347835,3,0.03,2,1
graph_ml,Subject_003,Session_002,N/A,100,50,50,45,38,6,7,4,0,0,0,20,6,7,4,0.45,0.51,0.58,0.06,0.84,0.1,0.92,0.16,1.0,313.48,349.2505656300723,166.76,0.518510148917814,18.27,9.45,8.82,188.5,570.24,56.72,0.20100127188649564,0.8360190259491325,0.5817829457364341,0.0,14,6.401000000000002,5.518518518518518,24,0.24,10,17
graph_ml,Subject_003,Session_004,N/A,100,50,50,61,28,5,4,2,0,0,0,15,5,4,2,0.61,0.66,0.7,0.88,0.34,0.92,0.4,0.94,0.46,224.1,303.32098529524507,110.08,0.6425591357331184,5.51,2.49,3.02,245.22,46.4,401.8,0.8405766451252888,0.44454162634094807,0.5594117647058824,0.0,15,5.513000000000001,4.835792349726774,0,0.0,0,0
graph_ml,Subject_003,Session_005,N/A,100,50,50,52,46,0,0,2,0,0,0,7,0,0,2,0.52,0.52,0.52,0.04,1.0,0.04,1.0,0.04,1.0,332.46,340.2609516131573,162.66,0.5488183882620218,3.73,2.08,1.65,192.86,634.92,30.0,0.1468861503652458,0.9507506261587976,0.2810810810810811,0.0,26,4.306166666666666,3.460897435897436,1,0.01,1,1
graph_ml,Subject_005,Session_002,N/A,100,50,50,32,41,4,12,11,0,0,0,34,4,12,11,0.32,0.36,0.48,0.12,0.52,0.14,0.58,0.28,0.68,368.64,348.779625689333,155.68,0.5056161561509199,8.64,4.21,4.43,199.52,485.4,251.88,0.4381725547782257,0.5730597575236139,0.8348148148148147,0.0,10,7.005999999999998,5.319791666666666,1,0.01,1,1
graph_ml,Subject_006,Session_002,N/A,100,50,50,37,38,4,11,10,0,0,0,35,4,11,10,0.37,0.41,0.52,0.22,0.52,0.28,0.54,0.4,0.64,338.4,364.987849855721,177.46,0.4522553902794469,16.68,9.38,7.3,177.8,409.36,267.44,0.3732928684304882,0.5312179121284055,0.8505813953488371,0.0,14,7.3985,6.1954954954954955,27,0.27,20,13
graph_ml,Subject_006,Session_003,N/A,100,50,50,37,36,6,10,11,0,0,0,36,6,10,11,0.37,0.43,0.53,0.38,0.36,0.46,0.4,0.56,0.5,327.64,343.77055630659066,163.94,0.514083404526875,11.71,5.99,5.72,191.32,291.64,363.64,0.5228312073509331,0.5053356017028169,0.7952941176470589,0.0,15,7.011333333333336,5.404054054054055,8,0.08,7,5
graph_ml,Subject_006,Session_004,N/A,100,50,50,37,36,4,15,7,0,0,1,32,4,15,7,0.37,0.41,0.56,0.04,0.7,0.12,0.7,0.2,0.92,328.94,336.6344328418279,162.16,0.5502947569987515,12.66,5.76,6.9,193.08,534.6,123.28,0.29244898434232874,0.8081405296551742,0.550189393939394,0.0,12,7.1386666666666665,5.704504504504505,9,0.09,5,6
graph_ml,Subject_010,Session_002,N/A,100,50,50,64,11,10,9,6,0,0,0,26,10,9,6,0.64,0.74,0.83,0.8,0.48,0.88,0.6,0.92,0.74,148.76,285.60901938497,87.72,0.6725300272630027,7.71,3.13,4.58,267.44,58.2,239.32,0.8112643540656935,0.5337957004603118,1.14981884057971,0.0,8,6.423166666666667,5.323437500000001,1,0.01,1,0
graph_ml,Subject_011,Session_002,N/A,100,50,50,31,43,10,9,7,0,0,0,36,10,9,7,0.31,0.41,0.5,0.02,0.6,0.1,0.72,0.12,0.88,360.0,361.14419537844486,183.3,0.4805447536548445,10.99,6.16,4.83,172.02,573.48,146.52,0.1940345692877956,0.7670549380218934,0.5382936507936508,0.0,16,6.874833333333333,4.691935483870967,12,0.12,10,7
graph_ml,Subject_012,Session_002,N/A,100,50,50,36,32,7,14,11,0,0,0,39,7,14,11,0.36,0.43,0.57,0.42,0.3,0.52,0.34,0.66,0.48,312.0,339.40281367917646,152.42,0.5459180871128216,9.46,4.69,4.77,202.88,249.6,374.4,0.5679915839456475,0.5238445902799956,0.7077380952380952,0.0,16,7.178833333333333,4.881018518518518,5,0.05,3,4
graph_ml,Subject_012,Session_003,N/A,100,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,355.0,355.01,186.0,0.49994152046783624,0.0,0.0,0.0,170.0,680.0,30.0,0.0,0.9998830409356725,0.0003333333333333333,0.0,50,2.833499999999999,2.833666666666667,0,0.0,0,0
graph_ml,Subject_014,Session_002,N/A,100,50,50,50,49,0,1,0,0,0,0,2,0,1,0,0.5,0.5,0.51,1.0,0.0,1.0,0.0,1.0,0.02,350.54,347.65421690154403,174.24,0.5185179832085276,2.54,1.52,1.02,181.46,0.0,701.08,0.9658392990801881,0.07119666733686718,0.13645833333333335,0.0,36,3.649166666666667,3.2720000000000002,1,0.01,0,1
graph_ml,Subject_014,Session_003,N/A,100,50,50,50,50,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,1.0,354.88,353.687243552316,184.08,0.498240609964291,1.17,0.51,0.66,171.82,679.76,30.0,0.011064835616676705,0.9854163843119053,0.14135802469135803,0.0,46,3.2769999999999992,3.1966666666666668,0,0.0,0,0
graph_neurofeedback,Subject_002,Session_003,imcoh,100,50,50,59,27,5,6,3,0,0,0,19,5,6,3,0.59,0.64,0.7,0.52,0.66,0.56,0.72,0.64,0.76,224.74,322.63435816932264,121.18,0.5791716331911213,13.35,6.44,6.91,234.16,256.16,193.32,0.5336474236970732,0.6246958426851696,0.7146341463414634,0.0,18,6.358666666666667,5.882485875706215,14,0.14,9,8
graph_neurofeedback,Subject_003,Session_003,imcoh,80,40,40,39,23,0,1,4,2,7,4,8,0,1,4,0.4875,0.4875,0.5,0.525,0.45,0.525,0.45,0.55,0.45,276.05,316.74113346586745,130.7,0.5917500979222936,19.75,8.575,11.175,224.55,246.15,305.95,0.5011919403517017,0.6823082554928857,1.0323671497584541,0.03333333333333333,11,6.48625,5.270085470085472,13,0.1625,4,7
graph_neurofeedback,Subject_009,Session_001,imcoh,20,10,10,11,6,1,0,1,0,0,1,2,1,0,1,0.55,0.6,0.6,0.4,0.7,0.5,0.7,0.5,0.7,261.0,316.68695365213466,145.3,0.5682684366026394,13.7,5.3,8.4,210.2,288.0,234.0,0.5444929173708885,0.59204395583439,0.33095238095238094,0.016666666666666666,6,5.371666666666668,4.454545454545454,1,0.05,0,1
graph_neurofeedback,Subject_011,Session_001,imcoh,100,50,50,37,28,5,18,11,0,0,1,41,5,18,11,0.37,0.42,0.6,0.38,0.36,0.42,0.42,0.6,0.6,300.6,338.7400963083194,144.6,0.5450719802144018,14.82,6.42,8.4,210.62,280.28,320.92,0.5655157364620468,0.524628223966757,0.9670454545454547,0.0,12,7.615833333333334,5.869369369369369,11,0.11,9,5
graph_neurofeedback,Subject_012,Session_001,imcoh,100,50,50,43,37,3,1,3,1,2,10,9,3,1,3,0.43,0.46,0.47,0.42,0.44,0.46,0.46,0.46,0.48,326.78,328.5739145882506,143.86,0.5717224521936377,18.97,9.0,9.97,211.32,338.32,315.24,0.5162325920041505,0.6272123123831251,0.5562962962962963,0.0,10,6.424999999999999,4.8565891472868215,19,0.19,2,12
graph_neurofeedback,Subject_013,Session_001,imcoh,100,50,50,53,24,3,1,1,3,12,3,5,3,1,1,0.53,0.56,0.57,0.5,0.56,0.52,0.6,0.54,0.6,234.12,305.2208511741785,110.98,0.6292903087769021,21.97,10.61,11.36,244.18,223.48,244.76,0.6253222899231661,0.6332583276306384,0.7065934065934065,0.0,9,6.4985,5.028930817610062,19,0.19,1,9
graph_neurofeedback,Subject_014,Session_001,imcoh,100,50,50,35,28,7,18,12,0,0,0,47,7,18,12,0.35,0.42,0.6,0.36,0.34,0.44,0.4,0.66,0.54,304.56,333.6684891772682,142.88,0.5507013229654385,17.78,8.62,9.16,212.26,266.04,343.08,0.5693378734410635,0.5320647724898134,0.8865942028985507,0.0,8,7.670666666666667,5.600952380952381,17,0.17,14,9
neurofeedback,Subject_000,Session_001,N/A,200,100,100,158,26,3,3,0,3,3,4,7,3,3,0,0.79,0.805,0.82,0.88,0.7,0.89,0.72,0.9,0.74,120.47,274.84259549392726,62.71,0.7064609152632049,15.56,7.1,8.46,292.43,53.7,187.24,0.7867979639197131,0.6261238666066967,0.9123655913978495,0.0,14,5.2675833333333335,4.748312236286919,22,0.11,3,12
neurofeedback,Subject_001,ME,N/A,100,50,50,46,34,2,4,3,2,3,6,9,2,4,3,0.46,0.48,0.52,0.44,0.48,0.46,0.5,0.48,0.56,303.78,318.37238226137504,131.94,0.6156925092899317,16.11,5.92,10.19,223.36,290.44,317.12,0.5818281766180045,0.649556841961859,0.4623529411764706,0.0,15,5.913500000000002,4.765942028985507,7,0.07,1,3
neurofeedback,Subject_001,Session_001,N/A,200,100,100,69,88,0,0,0,8,17,18,0,0,0,0,0.345,0.345,0.345,0.36,0.33,0.36,0.33,0.36,0.33,370.72,357.58482118493544,170.02,0.49614061439049884,16.195,7.645,8.55,185.4,351.74,389.7,0.48878662261215455,0.5034946061688433,0.8215189873417722,0.0,42,5.906499999999999,4.39951690821256,33,0.165,0,18
neurofeedback,Subject_002,ME,N/A,100,50,50,61,30,0,0,3,0,4,2,3,0,0,3,0.61,0.61,0.61,0.6,0.62,0.6,0.62,0.6,0.62,246.62,318.5843699310748,117.14,0.5896874217679826,8.8,4.65,4.15,238.26,242.84,250.4,0.5379274320454929,0.6414474114904725,0.7210970464135021,0.0,21,4.943500000000001,4.366120218579234,7,0.07,1,6
neurofeedback,Subject_002,Session_001,N/A,200,100,100,130,37,0,0,0,11,12,10,0,0,0,0,0.65,0.65,0.65,0.6,0.7,0.6,0.7,0.6,0.7,177.31,275.27486554452986,81.59,0.7185376292708383,10.175,3.91,6.265,273.56,188.54,166.08,0.6509528118794932,0.7861224466621836,0.5739130434782609,0.0,16,5.464666666666667,4.44974358974359,12,0.06,0,5
neurofeedback,Subject_002,Session_002,N/A,100,50,50,59,25,1,2,2,3,2,6,5,1,2,2,0.59,0.6,0.62,0.54,0.64,0.56,0.64,0.6,0.64,227.04,299.7762727490632,111.36,0.649923487119992,10.62,5.12,5.5,243.92,243.28,210.8,0.5692252423057138,0.7306217319342704,0.6357142857142858,0.0,16,5.175833333333333,3.9666666666666672,10,0.1,3,5
neurofeedback,Subject_002,Session_003,N/A,100,50,50,53,30,1,4,2,3,5,2,9,1,4,2,0.53,0.54,0.58,0.62,0.44,0.64,0.44,0.68,0.48,254.58,322.4330052491139,132.44,0.5787156682743961,9.44,4.15,5.29,222.92,153.8,355.36,0.7225180167697309,0.43491331977906145,0.7613168724279835,0.0,19,5.597833333333333,4.691823899371069,6,0.06,4,2
neurofeedback,Subject_002,Session_004,N/A,100,50,50,32,45,2,4,7,3,4,3,16,2,4,7,0.32,0.34,0.38,0.22,0.42,0.22,0.46,0.24,0.52,384.88,377.98493924657015,188.58,0.4294708989904665,11.59,6.37,5.22,166.96,455.84,313.92,0.329851101897166,0.5290906960837669,0.6578703703703704,0.0,28,6.100333333333333,4.541666666666666,10,0.1,3,7
neurofeedback,Subject_002,Session_005,N/A,100,50,50,64,20,4,4,4,1,1,2,14,4,4,4,0.64,0.68,0.72,0.66,0.62,0.72,0.64,0.76,0.68,189.66,281.11245141374616,91.02,0.6982857988880912,8.44,3.55,4.89,264.14,146.52,232.8,0.8004927905333576,0.5960788072428248,0.6234432234432234,0.0,9,5.087833333333333,3.863541666666667,4,0.04,2,2
neurofeedback,Subject_003,ME,N/A,100,50,50,77,18,1,1,0,1,1,1,2,1,1,0,0.77,0.78,0.79,0.86,0.68,0.88,0.68,0.88,0.7,146.94,276.7270215779321,79.24,0.696645502172192,2.83,1.48,1.35,276.0,83.0,210.88,0.8541304573868004,0.5391605469575838,0.946743295019157,0.0,13,4.402,4.02164502164502,1,0.01,0,1
